OBJECTID,NAME,NAME_FR,FACILITY_GROUP_NAME,FACILITY_GROUP_NAME_FR,ADDRESS,ADDRESS_FR,SEASONAL,SEASON_START,SEASON_END,HOURS_SUNDAY_OPEN,HOURS_SUNDAY_CLOSED,HOURS_SUNDAY_SPECIAL,HOURS_MONDAY_OPEN,HOURS_TUESDAY_OPEN,HOURS_TUESDAY_CLOSED,HOURS_TUESDAY_SPECIAL,HOURS_WEDNESDAY_OPEN,HOURS_WEDNESDAY_CLOSED,HOURS_WEDNESDAY_SPECIAL,HOURS_THURSDAY_OPEN,HOURS_THURSDAY_CLOSED,HOURS_THURSDAY_SPECIAL,HOURS_FRIDAY_OPEN,HOURS_FRIDAY_CLOSED,HOURS_FRIDAY_SPECIAL,HOURS_SATURDAY_OPEN,HOURS_SATURDAY_CLOSED,HOURS_SATURDAY_SPECIAL,STAT_HOLIDAY_AVAILABILITY,CHANGE_STATION_CHILD,CHANGE_STATION_ADULT,FAMILY_TOILET,ACCESSIBILITY,REPORT_TELEPHONE,SPECIAL_TOILET_TYPE,X_COORDINATE,Y_COORDINATE,JURISDICTION,HOURS_MONDAY_CLOSED,HOURS_MONDAY_SPECIAL,HOURS_SUNDAY_SPECIAL_FR,HOURS_MONDAY_SPECIAL_FR,HOURS_TUESDAY_SPECIAL_FR,HOURS_WEDNESDAY_SPECIAL_FR,HOURS_THURSDAY_SPECIAL_FR,HOURS_FRIDAY_SPECIAL_FR,HOURS_SATURDAY_SPECIAL_FR
137,"Ottawa Public Library Rideau Branch
","Bibliothèque publique d’Ottawa Succursale Rideau
",ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",377 RIDEAU ST    ,377 RUE RIDEAU,0,NA,NA,Closed,Closed,NA,10:00,10:00,20:30,NA,10:00,20:30,NA,10:00,20:30,NA,13:00,18:00,NA,10:00,17:00,NA,0,1,0,0,2,311,0,-75.68324674,45.43016527,OTTAWA,20:30,NA,NA,NA,NA,NA,NA,NA,NA
138,"Ottawa Public Library Rosemount Branch
","Bibliothèque publique d’Ottawa Succursale Rosemount
",ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",18 ROSEMOUNT AVE   ,18 AV ROSEMOUNT,0,NA,NA,Closed,Closed,NA,10:00,10:00,20:30,NA,10:00,20:30,NA,10:00,20:30,NA,13:00,18:00,NA,10:00,17:00,NA,0,1,0,0,1,311,0,-75.7262951,45.40165577,OTTAWA,20:30,NA,NA,NA,NA,NA,NA,NA,NA
139,"Ottawa Public Library Stittsville Branch
","Bibliothèque publique d’Ottawa Succursale Stittsville
",ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",1637 STITTSVILLE MAIN ST,1637 RUE STITTSVILLE MAIN,0,NA,NA,13:00,17:00,Closed early June to early September,10:00,10:00,20:30,NA,10:00,20:30,NA,10:00,20:30,NA,13:00,18:00,NA,10:00,17:00,NA,0,1,0,0,1,311,0,-75.91490069,45.25420905,OTTAWA,20:30,NA,Fermée du début juin au début septembre,NA,NA,NA,NA,NA,NA
140,Carleton Heights CC,Centre Communautaire Carleton Heights,RECREATION,INSTALLATIONS DE LOISIRS,1665 APELDOORN AVE   ,"1665, AV. APELDOORN",0,NA,NA,09:30,14:30,NA,09:00,09:00,16:00,6 to 9 PM,09:00,16:00,6 to 9 PM,09:00,16:00,6 to 9 PM,09:00,16:00,NA,09:30,14:30,NA,0,1,0,0,2,311,0,-75.70220361,45.35948377,OTTAWA,16:00,6 to 9 PM,NA,18 h à 21 h,18 h à 21 h,18 h à 21 h,18 h à 21 h,NA,NA
141,Rideau Museum & Archives,Musée et Archives de Rideau,ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",6581 FOURTH LINE RD    ,"6581, CH. FOURTH LINE",0,NA,NA,Closed,Closed,NA,Closed,09:30,16:30,NA,Closed,Closed,NA,Closed,Closed,NA,Closed,Closed,NA,Closed,Closed,NA,0,0,0,0,1,311,0,-75.71740018,45.1328278,OTTAWA,Closed,NA,NA,NA,NA,NA,NA,NA,NA
142,Nepean Museum (Traszha MacDowall Community Building),Musée de Nepean (édifice communautaire Traszha-MacDowall),ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",16 ROWLEY AVE   ,"16, AV. ROWLEY",0,NA,NA,13:00,16:00,NA,10:00,10:00,17:00,NA,10:00,17:00,NA,10:00,17:00,NA,10:00,17:00,NA,13:00,16:00,NA,0,0,0,0,1,311,0,-75.74143183,45.34919706,OTTAWA,17:00,NA,NA,NA,NA,NA,NA,NA,NA
143,City of Ottawa James Bartleman Centre Central Archives & Library Materials Management,Ville d’Ottawa Centre James Bartleman Archives central et Gestion des documents de la bibliothèque,ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",100 TALLWOOD DRIVE,"100, PROM. TALLWOOD",0,NA,NA,Closed,Closed,NA,08:00,08:00,16:00,NA,08:00,16:00,NA,08:00,16:00,NA,08:00,16:00,NA,10:00,17:00,NA,0,1,0,0,3,311,0,-75.75801165,45.34105342,OTTAWA,16:00,NA,NA,NA,NA,NA,NA,NA,NA
144,"Ottawa Public Library Elmvale Acres Branch
","Bibliothèque publique d’Ottawa Succursale Elmvale Acres
",ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",1910 ST. LAURENT BLVD  ,1910 BOUL ST. LAURENT,0,NA,NA,Closed,Closed,NA,10:00,10:00,20:30,NA,10:00,20:30,NA,10:00,20:30,NA,13:00,18:00,NA,10:00,17:00,NA,0,1,0,0,3,311,0,-75.62487973,45.39949335,OTTAWA,20:30,NA,NA,NA,NA,NA,NA,NA,NA
145,"Ottawa Public Library Emerald Plaza Branch
","Bibliothèque publique d’Ottawa Succursale Emerald Plaza
",ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",1547 MERIVALE RD    ,1547 CH MERIVALE,0,NA,NA,Closed,Closed,NA,10:00,10:00,20:30,NA,10:00,20:30,NA,10:00,20:30,NA,13:00,18:00,NA,10:00,17:00,NA,0,1,1,0,3,311,0,-75.733385,45.35472221,OTTAWA,20:30,NA,NA,NA,NA,NA,NA,NA,NA
146,"Ottawa Public Library Metcalfe Branch
","Bibliothèque publique d’Ottawa Succursale Metcalfe
",ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",2782 8TH LINE RD    ,2782 CH 8TH LINE,0,NA,NA,Closed,Closed,NA,17:30,xxxx,xxxx,"10:00 AM-1:00 PM, 5:30 PM-8:30PM",16:30,20:30,NA,xxxx,xxxx,"10:00 AM-1:00 PM, 5:30 PM-8:30PM",Closed,Closed,NA,10:00,14:00,NA,0,1,0,0,0,311,0,-75.46977721,45.22963534,OTTAWA,20:30,NA,NA,NA,"10 h à 13 h, 17 h 30 à 20 h 30",NA,"10 h à 13 h, 17 h 30 à 20 h 30",NA,NA
147,Manotick Arena,Aréna de Manotick,RECREATION,INSTALLATIONS DE LOISIRS,5572 DOCTOR LEACH DR    ,"5572, PROM. DOCTOR LEACH",0,NA,NA,08:00,22:00,April-Sept open when booked,08:00,08:00,22:00,April-Sept open when booked,08:00,22:00,April-Sept open when booked,08:00,22:00,April-Sept open when booked,08:00,22:00,April-Sept open when booked,08:00,22:00,April-Sept open when booked,1,1,0,NA,1,311,0,-75.68660911,45.22190226,OTTAWA,22:00,April-Sept open when booked,"D'avril à septembre, ouvert sur réservation","D'avril à septembre, ouvert sur réservation","D'avril à septembre, ouvert sur réservation","D'avril à septembre, ouvert sur réservation","D'avril à septembre, ouvert sur réservation","D'avril à septembre, ouvert sur réservation","D'avril à septembre, ouvert sur réservation"
148,Sandy Hill Community Centre,Centre Communautaire de Côte-de-Sable,RECREATION,INSTALLATIONS DE LOISIRS,250 SOMERSET ST    E ,"250, RUE SOMERSET E.",0,NA,NA,09:00,12:30,NA,09:00,09:00,21:00,NA,09:00,21:00,NA,09:00,21:00,NA,09:00,21:00,NA,10:00,17:00,closed July and August,0,0,0,0,2,311,0,-75.67762811,45.42273375,OTTAWA,21:00,NA,NA,NA,NA,NA,NA,NA,Fermé en juillet et en août
149,Johnny Leroux Stittsville Community Arena,Aréna communautaire de Stittsville Johnny-Leroux,RECREATION,INSTALLATIONS DE LOISIRS,10 WARNER COLPITTS LANE  ,10 RLE WARNER COLPITTS,0,NA,NA,06:00,23:00,Hall space 8 am to 10 pm,06:00,06:00,23:00,Hall open 8 am to 10 pm,06:00,23:00,Hall open 8 am to 10 pm,06:00,23:00,Hall open 8 am to 10 pm,06:00,23:00,Hall open 8 am to 10 pm,06:00,23:00,Hall available 8 am to 12 am,0,1,0,0,1,311,0,-75.92665428,45.2606526,OTTAWA,23:00,Hall open 8 am to 10 pm,Salle ouverte de 8 h à 22 h,Salle ouverte de 8 h à 22 h,Salle ouverte de 8 h à 22 h,Salle ouverte de 8 h à 22 h,Salle ouverte de 8 h à 22 h,Salle ouverte de 8 h à 22 h,Salle ouverte de 8 h à minuit
150,Alexander CC,Centre Communautaire Alexander,RECREATION,INSTALLATIONS DE LOISIRS,960 SILVER ST    ,"960, RUE SILVER",0,NA,NA,Closed,Closed,NA,10:00,10:00,21:00,NA,09:00,21:30,NA,10:00,21:00,NA,10:00,20:00,NA,09:00,17:00,NA,0,0,0,0,2,311,0,-75.73142083,45.3805287,OTTAWA,21:00,NA,NA,NA,NA,NA,NA,NA,NA
151,Beach Building,Édifice plage,RECREATION,INSTALLATIONS DE LOISIRS,795 TRIM RD    ,795 CH TRIM,1,MAY,SEP,10:30,19:00,NA,10:30,10:30,21:00,NA,10:30,21:00,NA,10:30,21:00,NA,10:30,19:00,NA,10:30,19:00,NA,1,1,0,0,1,311,0,-75.49108408,45.50575833,OTTAWA,21:00,NA,NA,NA,NA,NA,NA,NA,NA
152,Pierre Rocque Community Centre,Centre communautaire du parc Pierre-Rocque,RECREATION,INSTALLATIONS DE LOISIRS,1070 ST. PIERRE ST    ,"1257, AV. JOSEPH DROUIN",1,MAY,AUG,09:00,17:00,NA,17:00,17:00,21:00,NA,17:00,21:00,NA,17:00,21:00,NA,17:00,21:00,NA,09:00,17:00,NA,NA,0,0,0,1,311,0,-75.52600796,45.4742006,OTTAWA,21:00,NA,NA,NA,NA,NA,NA,NA,NA
153,Goulbourn Municipal Office,Bureau municipal de Goulbourn,CIVIC ADMINISTRATION,ADMINISTRATION MUNICIPALE,2121 HUNTLEY RD    ,2121 CH HUNTLEY,0,NA,NA,Closed,Closed,NA,08:30,08:30,16:30,NA,08:30,16:30,NA,08:30,16:30,NA,08:30,16:30,NA,Closed,Closed,NA,0,0,0,0,1,311,0,-75.90163679,45.23223406,OTTAWA,16:30,NA,NA,NA,NA,NA,NA,NA,NA
154,Goulbourn Recreation Complex,Complexe récréatif Goulbourn,RECREATION,INSTALLATIONS DE LOISIRS,1500 SHEA RD    ,"1500, CH. SHEA",0,NA,NA,07:00,22:00,Rinks 6 am to 11 pm,06:00,06:00,22:00,Rinks 6 am to 11 pm,06:00,22:00,Rinks 6 am to 11 pm,06:00,22:00,Rinks 6 am to 11 pm,06:00,22:00,Rinks 6 am to 12 am,06:00,22:00,Rinks 6 am to 12 am,1,1,0,NA,3,311,0,-75.90793647,45.26342199,OTTAWA,22:00,Rinks 6 am to 11 pm,Patinoires ouvertes de 6 h à 23 h,Patinoires ouvertes de 6 h à 23 h,Patinoires ouvertes de 6 h à 23 h,Patinoires ouvertes de 6 h à 23 h,Patinoires ouvertes de 6 h à 23 h,Patinoires ouvertes de 6 h à minuit,Patinoires ouvertes de 6 h à minuit
155,Cumberland/Centrum Municipal Office,Bureau municipal de Cumberland/Centrum,CIVIC ADMINISTRATION,ADMINISTRATION MUNICIPALE,255 CENTRUM BLVD  ,255 BOUL CENTRUM,0,NA,NA,Closed,Closed,NA,08:30,08:30,16:30,NA,08:30,16:30,NA,08:30,16:30,NA,08:30,16:30,NA,Closed,Closed,NA,0,0,0,0,1,311,0,-75.51029716,45.48109314,OTTAWA,16:30,NA,NA,NA,NA,NA,NA,NA,NA
156,Ottawa South Community Centre,Centre Communautaire d'Ottawa-Sud,RECREATION,INSTALLATIONS DE LOISIRS,260 SUNNYSIDE AVE   ,"260, PROM. SUNNYSIDE",0,NA,NA,09:00,05:00,"9:00am -1:00 July & August , closed on holidays",06:30,06:30,21:00,closed on statutory holidays,06:30,21:00,closed on statutory holidays,06:30,21:00,closed on statutory holidays,06:30,18:00,closed on staturoty holidays,08:00,17:00,9:00 am-1:00 pm July & August closed on holidays,0,1,NA,NA,1,311,0,-75.68181671,45.39467316,OTTAWA,09:00,closed on statutory holidays,9 h à 13 h en juillet et en août; fermé les jours fériés,Fermé les jours fériés,Fermé les jours fériés,Fermé les jours fériés,Fermé les jours fériés,Fermé les jours fériés,9 h à 13 h en juillet et en août; fermé les jours fériés
157,Greely CC,Centre communautaire Greely,RECREATION,INSTALLATIONS DE LOISIRS,1448 MEADOW DR    ,"1448, PROM. MEADOW",0,NA,NA,Closed,Closed,Open when booked,08:00,08:00,20:00,Closed 5 PM Jul/Aug,08:00,20:00,Closed 5 PM Jul/Aug,08:00,20:00,Closed 5 PM Jul/Aug,08:00,20:00,Closed 5 PM Jul/Aug,Closed,Closed,Open when booked,0,1,0,1,1,311,0,-75.55741654,45.26104882,OTTAWA,20:00,Closed 5 PM Jul/Aug,Ouvert sur réservation,Fermeture à 17 h en juillet et en août,Fermeture à 17 h en juillet et en août,Fermeture à 17 h en juillet et en août,Fermeture à 17 h en juillet et en août,Fermeture à 17 h en juillet et en août,Ouvert sur réservation
158,"Ottawa Public Library Greely Branch
Ottawa Public Library Greely Branch
","Bibliothèque publique d’Ottawa Succursale Greely
Bibliothèque publique d’Ottawa Succursale Greely
",ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",1448 MEADOW DR    ,1448 PROM MEADOW,0,NA,NA,Closed,Closed,NA,xxxx,10:00,13:00,NA,xxxx,xxxx,"10:00 AM-1:00 PM, 4:30 PM-8:30PM",16:30,20:30,NA,Closed,Closed,NA,10:00,14:00,NA,0,1,0,0,1,311,0,-75.5575958,45.26132345,OTTAWA,xxxx,"10:00 AM-1:00 PM, 4:30 PM-8:30PM",NA,"10 h à 13 h, 16 h 30 à 20 h 30",NA,"10 h à 13 h, 16 h 30 à 20 h 30",NA,NA,NA
159,"Ottawa Public Library Osgoode Branch
","Bibliothèque publique d’Ottawa Succursale Osgoode
",ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",5630 OSGOODE MAIN ST    ,5630 RUE OSGOODE MAIN,0,NA,NA,Closed,Closed,NA,xxxx,xxxx,xxxx,"10:00 AM-1:00 PM, 5:30 PM-8:30 PM",xxxx,xxxx,"2:00 PM-5:00 PM, 5:30 PM-8:30 PM",xxxx,xxxx,"2:00 PM-5:00 PM, 5:30 PM-8:30 PM",Closed,Closed,NA,10:00,14:00,NA,0,1,0,0,1,311,0,-75.60286836,45.14734272,OTTAWA,xxxx,"10:00 AM-1:00 PM, 2:00 PM-5:00 PM",NA,"10 h à 13 h, 14 h à 17 h","10 h à 13 h, 17 h 30 à 20 h 30","14 h à 17 h, 17 h 30 à 20 h 30","13 h 30 à 17 h, 18 h à 20 h 30",NA,NA
160,Ottawa City Hall - 110 Laurier Avenue West,"Hôtel de ville d'Ottawa – 110, avenue Laurier Ouest",CIVIC ADMINISTRATION,ADMINISTRATION MUNICIPALE,110 LAURIER AVE W,"110, AV. LAURIER O.",0,NA,NA,07:00,23:00,NA,07:00,07:00,23:00,NA,07:00,23:00,NA,07:00,23:00,NA,07:00,23:00,NA,07:00,23:00,NA,1,1,0,0,3,311,0,-75.6898715,45.42096107,OTTAWA,23:00,NA,NA,NA,NA,NA,NA,NA,NA
161,John G Mlacak Centre,Centre John G Mlacak ,RECREATION,INSTALLATIONS DE LOISIRS,2500 CAMPEAU DR    ,"2500, PROM. CAMPEAU",0,NA,NA,08:00,21:00,NA,08:00,08:00,21:00,NA,08:00,21:00,NA,08:00,21:00,NA,08:00,21:00,NA,08:00,21:00,NA,0,0,0,0,1,311,0,-75.8953011,45.3216182,OTTAWA,21:00,NA,NA,NA,NA,NA,NA,NA,NA
162,Albion Heatherington Community Centre,Centre Récréatif Albion-Heatherington,RECREATION,INSTALLATIONS DE LOISIRS,1560 HEATHERINGTON RD    ,"1560, CH. HEATHERINGTON",0,NA,NA,xxxx,xxxx,Open for bookings and special events only,09:00,09:00,19:00,NA,09:00,19:00,NA,09:00,19:00,NA,09:00,19:00,NA,xxxx,xxxx,"Open for bookings, special events only",0,1,0,0,1,311,0,-75.64793806,45.37318173,OTTAWA,19:00,NA,Ouvert sur réservation et pour les événements spéciaux seulement,NA,NA,NA,NA,NA,Ouvert sur réservation et pour les événements spéciaux seulement
